Date,Open,High,Low,Close,Volume,trade_value
2007/7/2,100.09,100.1,99.04,100.1,435359,23435.0
2007/7/3,100.56,101.3,100.53,100.53,689618,38573.0
2007/7/4,101.44,102.08,101.05,101.96,687499,41922.0
2007/7/5,102.16,103.26,101.99,103.26,831726,46324.0
2007/7/6,103.37,103.64,102.47,103.64,815248,42534.0
2007/7/9,104.29,106.19,104.29,106.19,957973,49850.0
2007/7/10,106.38,106.5,104.75,106.07,1019070,54648.0
2007/7/11,105.46,105.93,105.02,105.37,828858,49881.0
2007/7/12,105.79,106.02,104.31,104.46,930898,51650.0
2007/7/13,106.15,106.2,104.86,105.51,807616,48192.0
2007/7/16,105.49,105.49,103.92,104.02,712627,40203.0
2007/7/17,104.38,104.92,103.07,104.84,519468,30431.0
2007/7/18,104.44,105.19,103.78,103.78,749404,39075.0
2007/7/19,103.45,104.41,103.45,104.28,778992,42146.0
2007/7/20,104.87,105.07,104.22,105.07,877896,49622.0
2007/7/23,104.51,105.31,104.42,104.99,1106180,53905.0
2007/7/24,105.74,106.94,105.41,106.94,1200622,68468.0
2007/7/25,105.87,107.01,105.36,106.47,971588,55564.0
2007/7/26,107.34,107.64,104.48,104.53,1273383,69493.0
2007/7/27,100.61,101.79,99.31,99.31,1605726,78036.0
2007/7/30,98.29,99.61,97.95,99.01,927396,47560.0
2007/7/31,100.21,100.82,99.6,100.6,904107,52174.0
2007/8/1,99.69,100.54,96.36,96.36,1066861,64782.0
2007/8/2,98.93,98.93,95.92,98.71,894720,56166.0
2007/8/3,100.51,100.78,98.59,99.26,689091,43996.0
2007/8/6,96.77,97.96,96.77,97.14,507515,28960.0
2007/8/7,98.11,98.39,95.19,95.19,573440,36495.0
2007/8/8,95.94,97.97,95.44,97.97,541735,35594.0
2007/8/9,99.37,99.5,98.37,98.93,665181,41573.0
2007/8/10,94.98,96.48,94.98,95.59,638727,37713.0
2007/8/13,96.65,96.86,94.96,95.13,498001,29513.0
2007/8/14,95.03,95.47,93.42,94.01,488182,28973.0
2007/8/15,92.48,92.59,90.44,90.9,578527,32227.0
2007/8/16,88.91,89.5,87.16,87.74,749454,41143.0
2007/8/17,88.09,88.89,85.86,87.11,751842,43311.0
2007/8/20,90.91,91.25,90.14,91.12,541873,33735.0
2007/8/21,90.85,91.34,88.68,89.58,502367,28411.0
