Date,Open,High,Low,Close,Volume,trade_value
2007/7/2,9617.2,9676.11,9565.21,9676.11,1924875,41192.0
2007/7/3,9685.91,9733.45,9650.49,9725.09,2122514,51863.0
2007/7/4,9799.3,9912.93,9799.3,9833.1,2815869,65630.0
2007/7/5,9895.66,9917.5,9857.02,9883.41,2508324,55895.0
2007/7/6,9905.74,9919.54,9797.25,9871.27,2216628,50945.0
2007/7/9,9922.99,9946.54,9862.03,9946.54,1994659,46895.0
2007/7/10,9974.7,9974.7,9896.02,9946.68,2000554,47456.0
2007/7/11,9861.43,9879.76,9804.89,9837.77,2197882,51390.0
2007/7/12,9897.89,10042.06,9886.09,9988.17,2214429,52675.0
2007/7/13,10190.43,10251.3,10101.3,10232.95,2674716,66790.0
2007/7/16,10320.54,10454.99,10309.23,10370.08,2793292,71756.0
2007/7/17,10407.75,10448.64,10254.11,10443.99,2667709,65833.0
2007/7/18,10498.48,10585.09,10458.01,10521.18,3473438,86729.0
2007/7/19,10504.89,10543.43,10431.92,10455.65,3350121,76006.0
2007/7/20,10508.12,10522.9,10381.93,10484.34,2578188,57411.0
2007/7/23,10510.29,10581.63,10477.76,10581.63,2188552,53251.0
2007/7/24,10633.64,10781.76,10606.84,10748.91,2735016,73136.0
2007/7/25,10713.73,10848.07,10684.23,10840.43,2453703,65764.0
2007/7/26,10911.14,10925.84,10643.35,10647.17,3139990,83258.0
2007/7/27,10257.37,10444.6,10216.88,10216.88,2164336,59914.0
2007/7/30,10047.4,10135.59,9986.25,10056.74,1829124,50172.0
2007/7/31,10210.69,10322.52,10154.08,10312.13,1995136,53980.0
2007/8/1,10212.0,10295.55,9906.99,9906.99,2363166,68562.0
2007/8/2,10047.64,10070.98,9646.77,9883.93,1876766,51496.0
2007/8/3,10013.22,10055.11,9956.43,9998.96,1419554,36895.0
2007/8/6,9817.58,9944.43,9817.58,9935.68,1194140,30013.0
2007/8/7,10075.58,10105.42,9974.86,9974.86,1401575,39483.0
2007/8/8,10089.28,10232.7,10070.52,10232.7,1415013,39412.0
2007/8/9,10342.55,10344.79,10247.92,10276.25,1614504,44751.0
2007/8/10,9968.97,10100.31,9968.97,10075.6,1368517,39132.0
2007/8/13,10158.3,10166.06,10077.27,10128.23,1458941,40232.0
