Date,Open,High,Low,Close,advancing,declining,Volume,trade_value
1987/1/7,102.24,105.26,102.24,105.26,0,0,0,4231.0
1987/1/8,105.26,105.26,102.02,102.02,0,0,0,3743.0
1987/1/9,102.02,102.02,101.99,101.99,0,0,0,3958.0
1987/1/10,101.99,104.49,101.99,104.49,0,0,0,4089.0
1987/1/12,104.49,105.14,104.49,105.14,0,0,0,5578.0
1987/1/13,105.14,105.14,104.43,104.43,0,0,0,6154.0
1987/1/14,104.43,104.43,104.4,104.4,0,0,0,5007.0
1987/1/15,104.4,104.4,104.11,104.11,0,0,0,4283.0
1987/1/16,104.11,104.76,104.11,104.76,0,0,0,3999.0
1987/1/17,104.76,105.72,104.76,105.72,0,0,0,3845.0
1987/1/19,105.72,106.33,105.72,106.33,0,0,0,5659.0
1987/1/20,106.33,106.97,106.33,106.97,0,0,0,3744.0
1987/1/21,106.97,106.97,106.49,106.49,0,0,0,3517.0
1987/1/22,106.49,107.51,106.49,107.51,0,0,0,3233.0
1987/1/23,107.51,109.01,107.51,109.01,0,0,0,4422.0
1987/1/24,109.01,110.47,109.01,110.47,0,0,0,3462.0
1987/2/3,110.47,112.18,110.47,112.18,0,0,0,5069.0
1987/2/4,112.18,112.18,111.43,111.43,0,0,0,4790.0
1987/2/5,111.43,111.89,111.43,111.89,0,0,0,4260.0
1987/2/6,111.89,112.07,111.89,112.07,0,0,0,5571.0
1987/2/7,112.07,112.19,112.07,112.19,0,0,0,5773.0
1987/2/9,112.19,112.62,112.19,112.62,0,0,0,4863.0
1987/2/10,112.62,112.62,112.5,112.5,0,0,0,5777.0
1987/2/11,112.5,113.95,112.5,113.95,0,0,0,5490.0
1987/2/12,113.95,113.95,113.23,113.23,0,0,0,6165.0
1987/2/13,113.23,113.23,111.09,111.09,0,0,0,6095.0
1987/2/14,111.09,111.65,111.09,111.65,0,0,0,3685.0
1987/2/16,111.65,114.69,111.65,114.69,0,0,0,3856.0
1987/2/17,114.69,114.69,114.25,114.25,0,0,0,5068.0
1987/2/18,114.25,114.48,114.25,114.48,0,0,0,5061.0
1987/2/19,114.48,115.6,114.48,115.6,0,0,0,4447.0
1987/2/20,115.6,116.84,115.6,116.84,0,0,0,4943.0
1987/2/21,116.84,116.84,116.28,116.28,0,0,0,3596.0
1987/2/23,116.28,118.2,116.28,118.2,0,0,0,4610.0
1987/2/24,118.2,118.23,118.2,118.23,0,0,0,5300.0
1987/2/25,118.23,118.4,118.23,118.4,0,0,0,4390.0
1987/2/26,118.4,119.26,118.4,119.26,0,0,0,4742.0
1987/2/27,119.26,122.98,119.26,122.98,0,0,0,5319.0
1987/2/28,122.98,123.93,122.98,123.93,0,0,0,5780.0
1987/3/2,123.93,126.02,123.93,126.02,0,0,0,7195.0
1987/3/3,126.02,126.02,125.07,125.07,0,0,0,6514.0
1987/3/4,125.07,125.42,125.07,125.42,0,0,0,5282.0
