Date,Open,High,Low,Close,Volume,trade_value
2007/9/10,104.4,105.96,104.4,105.81,226719,12795.0
2007/9/11,106.14,106.62,105.56,105.97,221980,11117.0
2007/9/12,106.87,107.01,105.58,105.58,237726,10693.0
2007/9/13,105.98,106.04,104.27,104.27,186418,8092.0
2007/9/14,104.96,105.21,104.3,104.42,202218,8996.0
2007/9/17,104.61,104.81,102.82,102.82,191800,9118.0
2007/9/19,104.98,104.98,101.88,101.88,245121,11250.0
2007/9/20,102.65,104.03,101.98,102.39,241236,10835.0
2007/9/21,102.84,104.19,102.53,104.19,226811,8728.0
2007/9/26,105.14,105.75,105.04,105.17,204242,8802.0
2007/9/27,106.15,106.84,105.61,106.84,279127,12700.0
2007/9/28,107.38,107.63,106.5,106.5,264301,11779.0
2007/9/29,106.81,107.12,106.51,107.01,308624,10198.0
2007/10/1,107.59,108.12,106.46,106.46,352300,12267.0
2007/10/2,107.74,107.82,107.11,107.14,264864,12938.0
2007/10/3,107.14,107.67,106.31,106.71,269439,12837.0
2007/10/4,106.23,107.91,106.07,107.87,278530,14442.0
2007/10/5,108.03,108.37,106.58,106.84,246970,15224.0
2007/10/8,107.97,108.03,106.31,106.65,176401,9299.0
2007/10/9,107.16,107.45,105.73,105.76,203037,11151.0
2007/10/11,106.67,107.38,106.04,106.22,256680,13206.0
2007/10/12,106.18,106.19,104.05,104.06,234313,11927.0
2007/10/15,104.73,104.9,103.58,103.96,316785,13364.0
2007/10/16,103.52,105.25,103.42,104.57,305119,15698.0
2007/10/17,104.94,106.24,104.85,106.08,297248,16837.0
2007/10/18,106.82,108.07,106.8,107.53,403215,21304.0
2007/10/19,107.88,108.0,107.02,107.02,270561,14339.0
2007/10/22,103.55,104.81,103.4,104.47,283235,14435.0
2007/10/23,105.65,107.69,105.65,107.51,291217,15862.0
2007/10/24,108.7,109.12,105.85,105.85,288385,15678.0
2007/10/25,107.63,108.06,106.89,107.7,283511,15338.0
2007/10/26,108.69,110.15,108.43,110.01,398950,23548.0
2007/10/29,111.78,114.55,111.78,113.82,537280,30133.0
2007/10/30,114.61,115.1,113.44,113.95,445029,23486.0
2007/10/31,114.54,115.85,113.61,114.68,430639,24731.0
2007/11/1,115.93,116.16,112.56,112.84,331137,18669.0
2007/11/2,110.51,112.05,109.7,110.06,339256,18662.0
2007/11/5,110.15,111.25,108.58,110.42,280473,15723.0
2007/11/6,111.18,112.6,110.51,111.64,247060,13020.0
2007/11/7,112.74,112.74,110.27,110.27,274684,15505.0
2007/11/8,107.82,108.15,105.55,106.28,309168,16308.0
2007/11/9,106.93,107.43,104.73,106.98,273636,13982.0
2007/11/12,103.82,103.9,102.25,102.97,260845,13838.0
2007/11/13,102.97,103.48,101.39,102.72,253320,14623.0
2007/11/14,105.58,105.88,104.62,104.63,232545,12556.0
2007/11/15,104.57,105.46,104.38,104.64,167938,9834.0
2007/11/16,103.75,104.4,103.01,104.09,165234,9004.0
2007/11/19,105.07,105.67,103.67,103.67,142510,6939.0
2007/11/20,101.66,103.66,100.6,103.65,241620,12756.0
2007/11/21,104.04,105.04,101.48,101.48,209779,11471.0
2007/11/22,100.89,102.33,100.08,101.23,186070,9725.0
2007/11/23,102.17,102.36,99.24,99.24,173785,9113.0
2007/11/26,101.12,101.59,100.32,101.44,152123,8194.0
2007/11/27,99.37,99.95,97.27,99.34,217857,10540.0
2007/11/28,100.21,100.38,97.9,97.9,193863,10069.0
2007/11/29,100.63,101.52,100.34,100.94,191451,9930.0
2007/11/30,101.68,101.77,100.55,100.96,228959,11416.0
2007/12/3,101.45,101.45,100.54,100.71,142539,6614.0
2007/12/4,100.61,102.84,100.52,102.83,156709,8519.0
2007/12/5,102.51,103.43,102.12,102.83,183229,9081.0
2007/12/6,104.41,105.11,102.89,103.04,234818,13671.0
2007/12/7,104.65,104.73,102.5,102.5,200669,11174.0
2007/12/10,102.38,102.66,101.04,101.15,125842,6634.0
2007/12/11,101.87,101.87,100.58,101.54,137330,7182.0
2007/12/12,100.18,100.78,98.99,99.52,190851,10947.0
2007/12/13,99.64,99.74,95.54,95.54,266589,14242.0
2007/12/14,95.66,95.66,90.93,93.43,322372,15210.0
2007/12/17,92.53,93.25,89.88,89.88,200104,9070.0
2007/12/18,88.65,91.63,87.77,90.13,242423,9994.0
2007/12/19,91.32,93.36,90.97,92.9,190998,8960.0
2007/12/20,93.03,93.03,89.46,90.01,166560,7220.0
2007/12/21,90.76,91.42,89.28,90.08,185885,7530.0
2007/12/24,92.02,93.07,91.66,93.07,130718,5976.0
2007/12/25,93.48,94.04,92.85,93.66,121529,5128.0
2007/12/26,93.39,93.74,92.63,93.43,99732,4404.0
2007/12/27,93.62,95.84,93.62,95.22,161191,7295.0
2007/12/28,94.69,97.08,94.59,97.08,180476,8957.0
2007/12/31,97.85,98.15,97.34,98.15,165356,7179.0
2008/1/2,98.14,98.37,95.73,95.8,201883,8543.0
2008/1/3,93.86,94.73,93.21,94.03,161344,8241.0
2008/1/4,92.81,93.15,92.1,92.59,201660,9861.0
2008/1/7,89.08,89.23,86.65,86.79,246425,11781.0
2008/1/8,85.95,86.62,85.11,85.51,199605,8718.0
2008/1/9,82.96,85.86,82.4,85.86,287440,17161.0
2008/1/10,86.79,87.01,85.01,85.01,219994,13168.0
2008/1/11,85.94,86.22,84.95,85.14,164627,9877.0
2008/1/14,86.66,86.66,83.22,83.45,248499,13980.0
2008/1/15,84.53,86.55,83.52,84.29,292178,15291.0
2008/1/16,81.91,82.47,80.71,80.86,236840,11430.0
2008/1/17,82.26,82.78,80.45,81.94,228271,11408.0
2008/1/18,80.71,83.25,80.13,83.08,162376,7978.0
2008/1/21,83.1,83.45,82.53,82.78,138738,6844.0
2008/1/22,77.56,78.99,77.1,77.49,218199,9079.0
2008/1/23,79.04,79.04,75.6,75.68,250901,9956.0
2008/1/24,78.19,78.19,74.85,75.59,234154,9502.0
2008/1/25,77.11,79.22,77.11,79.22,222938,9212.0
2008/1/28,78.45,78.64,76.6,76.63,155256,6815.0
2008/1/29,77.86,78.01,76.91,77.57,147488,5898.0
2008/1/30,78.28,79.17,77.73,77.75,175073,8169.0
2008/1/31,77.68,78.28,76.43,77.44,129542,5770.0
2008/2/1,78.33,78.7,78.07,78.2,137528,5918.0
2008/2/12,76.46,76.9,74.66,74.85,138462,5978.0
2008/2/13,75.32,75.52,74.52,74.64,104966,3968.0
2008/2/14,75.95,78.33,75.95,78.33,196298,7527.0
2008/2/15,77.08,78.82,77.05,78.76,180188,6891.0
2008/2/18,79.64,80.22,79.44,79.53,159652,6272.0
2008/2/19,80.69,81.27,79.88,81.27,211398,9718.0
2008/2/20,81.25,81.85,79.8,80.23,230459,8795.0
2008/2/21,81.54,82.33,81.41,82.12,208944,8307.0
2008/2/22,81.33,81.91,80.92,81.91,179536,6934.0
2008/2/25,83.24,83.68,82.94,83.22,223259,9539.0
2008/2/26,83.98,84.0,82.81,83.1,239436,9762.0
2008/2/27,83.99,85.16,83.57,85.16,301786,12495.0
2008/2/29,84.06,84.86,84.06,84.62,200512,7891.0
2008/3/3,82.03,82.43,80.95,81.89,166203,6794.0
2008/3/4,81.74,83.56,81.74,83.56,211813,7880.0
2008/3/5,83.66,83.94,82.44,83.15,224828,8079.0
2008/3/6,83.96,86.08,83.96,86.08,338933,12901.0
2008/3/7,85.18,86.32,85.18,85.39,291959,12974.0
2008/3/10,85.61,85.61,83.74,83.91,203172,8630.0
2008/3/11,83.33,84.34,82.97,84.34,158811,6240.0
2008/3/12,86.25,86.33,84.84,84.84,236306,9608.0
2008/3/13,84.56,84.87,82.4,82.57,168116,6622.0
2008/3/14,83.26,83.58,81.41,81.73,163943,6715.0
2008/3/17,80.36,80.36,78.35,79.63,165271,6614.0
2008/3/18,79.86,80.13,78.86,79.97,124111,5204.0
2008/3/19,81.55,81.68,80.14,80.31,173953,7469.0
2008/3/20,80.14,81.33,79.72,81.09,133484,5522.0
2008/3/21,81.89,82.99,81.58,82.47,162170,6606.0
2008/3/24,87.17,87.17,84.2,84.65,270643,12185.0
2008/3/25,85.67,85.71,84.68,84.85,229209,8815.0
2008/3/26,85.05,85.4,84.15,84.61,180305,6395.0
2008/3/27,83.93,83.98,82.94,83.63,152453,6097.0
2008/3/28,83.67,84.3,83.51,83.67,142670,5991.0
2008/3/31,84.04,84.2,83.37,84.2,133655,5243.0
2008/4/1,84.78,85.53,84.59,84.59,194986,7859.0
2008/4/2,86.16,87.63,86.05,87.57,300673,14467.0
2008/4/3,87.62,88.43,87.37,87.54,231739,11661.0
2008/4/7,88.13,88.53,87.85,88.53,184969,8596.0
2008/4/8,88.56,88.56,87.89,87.91,196542,9103.0
2008/4/9,88.06,88.54,87.27,87.72,191833,8190.0
2008/4/10,87.91,89.33,87.86,89.29,244647,11885.0
2008/4/11,89.75,90.37,89.75,90.11,310536,14001.0
2008/4/14,89.49,89.49,88.9,89.36,176141,8808.0
2008/4/15,89.45,90.27,89.29,89.71,185968,9268.0
2008/4/16,90.44,91.04,90.16,90.93,253038,12462.0
2008/4/17,92.7,94.14,92.63,92.63,394457,18635.0
2008/4/18,93.39,93.52,91.99,92.51,233079,10153.0
2008/4/21,93.8,94.01,93.31,93.77,240901,10755.0
2008/4/22,93.6,93.76,92.7,93.03,173898,7636.0
2008/4/23,93.13,94.03,92.64,92.83,216048,9202.0
2008/4/24,93.48,94.01,93.24,93.45,251151,10730.0
2008/4/25,94.05,94.28,92.86,92.86,197894,8902.0
2008/4/28,93.14,93.68,92.72,93.59,158356,6864.0
2008/4/29,93.65,93.87,92.03,92.03,161233,7173.0
2008/4/30,92.69,93.81,92.69,93.31,235430,9959.0
2008/5/2,93.83,94.61,93.52,93.52,390565,19186.0
2008/5/5,93.96,94.32,93.22,93.37,256352,11917.0
2008/5/6,93.62,94.11,93.1,94.11,180707,8165.0
2008/5/7,94.39,95.56,93.94,94.96,280279,11741.0
2008/5/8,94.12,94.15,93.32,93.85,200659,8797.0
2008/5/9,94.38,94.38,92.53,92.78,159723,7413.0
2008/5/12,92.56,93.1,92.08,92.85,115242,4764.0
2008/5/13,93.19,94.72,92.63,94.41,168384,7725.0
2008/5/14,94.71,95.04,94.55,94.57,179406,8458.0
2008/5/15,95.18,95.78,95.14,95.67,203085,9300.0
2008/5/16,96.12,97.17,95.92,96.33,298467,13406.0
2008/5/19,96.78,96.93,96.01,96.93,208268,8385.0
2008/5/20,97.04,97.04,94.49,94.52,251942,10149.0
2008/5/21,94.39,94.86,93.71,94.05,212951,8815.0
2008/5/22,92.61,93.18,92.26,93.04,189840,8731.0
2008/5/23,93.09,93.39,91.31,91.31,184026,8652.0
2008/5/26,90.96,90.96,89.83,90.33,135827,5471.0
2008/5/27,90.9,90.98,89.89,90.62,115688,4650.0
2008/5/28,91.08,91.1,89.42,89.42,143218,6183.0
2008/5/29,90.53,90.63,88.14,88.54,182810,8823.0
2008/5/30,88.9,88.98,86.54,87.84,263537,13054.0
2008/6/2,87.74,88.84,87.74,88.84,120620,5526.0
2008/6/3,88.39,88.5,86.94,87.19,146796,6259.0
2008/6/4,87.4,88.4,87.33,88.1,123971,5288.0
2008/6/5,88.71,89.7,87.37,89.7,142891,6169.0
2008/6/6,90.42,90.99,89.89,90.24,163285,7422.0
2008/6/9,87.56,88.92,87.51,88.63,101115,4507.0
2008/6/10,88.6,88.62,86.53,86.53,140771,6404.0
2008/6/11,86.84,87.03,85.65,85.65,137558,5757.0
2008/6/12,84.28,84.37,81.82,81.82,205120,8986.0
2008/6/13,82.7,83.88,82.31,83.17,139907,5883.0
2008/6/16,84.41,85.57,84.36,85.03,138087,5667.0
2008/6/17,85.37,85.39,83.87,84.88,108830,4580.0
2008/6/18,84.71,85.14,84.28,84.53,102121,3921.0
2008/6/19,82.78,83.25,82.48,82.67,111638,4393.0
2008/6/20,83.23,83.23,81.48,81.59,133215,5142.0
2008/6/23,80.42,81.97,80.39,81.75,127971,5153.0
2008/6/24,81.82,82.5,81.02,81.02,137794,5883.0
2008/6/25,81.47,83.76,80.83,83.76,158286,6869.0
2008/6/26,84.0,84.32,82.87,82.87,126973,5257.0
2008/6/27,79.73,80.05,79.18,79.9,169677,6595.0
2008/6/30,80.45,80.56,79.01,79.47,123275,4607.0
2008/7/1,80.06,80.67,79.18,79.25,132566,5117.0
2008/7/2,79.65,80.53,78.94,78.94,148838,5897.0
2008/7/3,78.01,80.15,77.25,79.61,147290,5642.0
2008/7/4,79.85,79.94,78.38,78.38,134756,4677.0
2008/7/7,77.88,79.42,77.79,79.42,98511,3405.0
2008/7/8,78.84,79.03,76.2,76.46,171143,5638.0
2008/7/9,77.73,79.52,77.24,77.44,185247,6977.0
2008/7/10,77.12,77.55,75.58,76.24,165682,7211.0
2008/7/11,76.25,77.28,75.76,77.09,144216,5508.0
2008/7/14,76.76,77.63,76.35,76.44,106541,4125.0
2008/7/15,75.79,75.91,73.72,74.04,148603,5162.0
2008/7/16,74.74,74.87,73.0,73.39,155476,5747.0
2008/7/17,74.73,76.25,74.3,75.64,206040,7100.0
2008/7/18,76.57,76.57,74.33,74.42,174964,6069.0
2008/7/21,76.02,77.8,76.02,77.72,153536,5752.0
2008/7/22,76.94,77.76,76.62,77.27,150522,5911.0
2008/7/23,78.84,79.95,78.33,79.63,246749,9098.0
2008/7/24,80.31,80.6,79.74,80.34,194879,7524.0
2008/7/25,79.04,79.18,78.19,79.05,162611,6542.0
2008/7/29,76.73,76.73,75.82,76.66,180911,6281.0
2008/7/30,78.13,78.19,77.27,77.55,168910,6399.0
2008/7/31,78.55,79.01,76.74,77.68,213038,8145.0
2008/8/1,76.81,77.32,76.3,76.96,144212,4894.0
2008/8/4,76.57,77.31,76.31,77.12,118365,4100.0
2008/8/5,77.73,77.79,75.84,76.22,180016,7355.0
2008/8/6,77.86,79.06,77.85,79.01,208395,8340.0
2008/8/7,79.19,80.36,79.09,79.98,223849,9685.0
2008/8/8,79.67,82.0,79.67,81.89,267997,10788.0
2008/8/11,83.54,84.97,83.54,84.26,323479,13263.0
2008/8/12,84.94,85.22,84.02,84.8,315328,12210.0
2008/8/13,84.81,85.51,83.67,85.27,256007,10018.0
2008/8/14,84.68,85.3,83.98,85.05,196869,7110.0
2008/8/15,85.33,85.36,82.24,82.25,255903,9525.0
2008/8/18,82.22,82.63,80.38,80.49,159900,5795.0
2008/8/19,79.47,80.91,78.78,80.79,168591,6593.0
2008/8/20,80.47,82.54,80.16,82.35,179704,6392.0
2008/8/21,82.23,82.37,81.11,81.11,152491,5742.0
2008/8/22,81.56,81.97,79.54,80.77,175077,6853.0
2008/8/25,81.02,81.49,80.32,80.88,139648,5391.0
2008/8/26,80.14,80.82,79.86,80.32,121935,5262.0
2008/8/27,80.31,82.57,80.16,82.22,236500,9515.0
2008/8/28,82.75,83.23,82.04,82.1,234369,9802.0
2008/8/29,82.58,82.74,80.42,81.4,295853,13847.0
2008/9/1,79.99,79.99,76.98,77.13,238322,10529.0
2008/9/2,76.94,76.97,75.12,75.62,216409,9603.0
2008/9/3,75.96,76.51,74.86,75.03,230833,8822.0
2008/9/4,75.48,76.4,73.82,74.3,226821,8742.0
2008/9/5,72.13,73.56,71.51,73.07,247251,11062.0
2008/9/8,75.88,77.36,75.46,77.1,213143,9930.0
2008/9/9,75.38,75.5,72.73,72.98,192156,7997.0
2008/9/10,72.55,73.79,70.69,71.43,255627,11200.0
2008/9/11,70.91,71.47,69.19,69.19,217177,8782.0
2008/9/12,70.73,71.28,68.13,70.42,221126,9056.0
2008/9/15,69.15,69.75,66.93,67.16,193531,7665.0
2008/9/16,63.92,65.94,63.48,65.81,233724,8771.0
2008/9/17,68.18,69.09,65.79,66.14,245616,8521.0
2008/9/18,63.18,64.95,62.67,64.45,232934,8112.0
2008/9/19,67.65,68.72,67.21,68.7,243933,8710.0
2008/9/22,70.85,71.26,69.63,70.97,258913,10480.0
2008/9/23,70.05,72.22,69.77,72.22,214943,8132.0
2008/9/24,71.66,72.24,71.21,71.75,222618,8251.0
2008/9/25,70.86,72.29,70.54,71.34,221771,6877.0
2008/9/26,71.71,71.71,68.77,69.34,214618,6885.0
2008/9/30,64.56,67.14,64.56,66.93,214861,7640.0
2008/10/1,68.24,68.24,67.14,67.32,193104,6302.0
2008/10/2,67.13,68.19,65.66,66.45,161483,5585.0
2008/10/3,65.67,67.58,65.28,67.35,193983,6825.0
2008/10/6,65.57,66.04,64.38,64.38,158882,5719.0
2008/10/7,62.52,64.16,62.52,63.99,162159,5508.0
2008/10/8,62.22,62.72,60.12,60.12,201072,6688.0
2008/10/9,59.9,60.82,58.34,58.34,268498,9466.0
2008/10/13,56.49,57.01,56.43,56.6,160387,4776.0
2008/10/14,60.38,60.44,60.21,60.37,237781,8047.0
2008/10/15,59.56,61.09,59.07,61.09,177454,6191.0
2008/10/16,59.03,59.31,59.03,59.13,71855,2291.0
2008/10/17,58.82,59.1,57.69,58.56,213108,7226.0
2008/10/20,57.37,58.8,56.81,58.8,127406,3954.0
2008/10/21,59.56,60.32,58.65,59.11,222493,6706.0
2008/10/22,57.96,59.52,57.91,57.97,172659,5059.0
2008/10/23,56.0,56.15,55.97,56.05,109800,2745.0
2008/10/24,54.24,54.36,54.14,54.16,75408,1844.0
2008/10/27,50.49,51.43,50.46,51.33,141129,3635.0
2008/10/28,48.52,52.07,47.84,51.94,239856,6247.0
2008/10/29,54.47,54.47,50.66,51.14,274411,7129.0
2008/10/30,51.2,54.49,51.2,54.45,192979,4729.0
2008/10/31,54.56,55.83,53.05,55.22,269210,8099.0
2008/11/3,56.21,57.53,55.27,57.52,282250,8228.0
2008/11/4,57.01,58.57,56.6,58.3,222625,6615.0
2008/11/5,59.27,59.27,57.52,57.83,225969,6968.0
2008/11/6,54.59,55.01,54.07,54.25,152413,4318.0
2008/11/7,51.33,55.47,51.33,55.47,189145,5129.0
2008/11/10,55.05,55.4,54.28,55.19,164900,4830.0
2008/11/11,53.81,54.06,52.33,52.98,150438,4216.0
2008/11/12,51.87,53.07,51.76,52.64,149066,4498.0
2008/11/13,50.18,50.58,49.15,50.58,162763,4315.0
2008/11/14,51.58,51.58,49.49,50.39,194347,4767.0
2008/11/17,48.96,49.78,48.45,48.85,148272,3629.0
2008/11/18,47.4,47.46,45.83,46.53,192491,4638.0
2008/11/19,45.69,46.25,44.91,45.67,198250,4781.0
2008/11/20,43.5,44.15,43.06,43.13,184245,4340.0
2008/11/21,41.78,45.32,41.78,45.0,219590,4752.0
2008/11/24,45.04,45.54,44.45,45.14,194516,4594.0
2008/11/25,46.5,47.64,46.21,46.62,221528,5337.0
2008/11/26,45.93,46.65,45.55,46.44,190128,4424.0
2008/11/27,47.08,48.86,47.02,48.42,210234,5145.0
2008/11/28,48.24,48.6,47.82,48.2,192986,4489.0
2008/12/1,47.94,49.58,47.83,48.93,227123,5635.0
2008/12/2,46.4,47.43,46.4,47.43,201103,4251.0
2008/12/3,47.3,47.66,46.38,46.87,170963,3955.0
2008/12/4,47.11,47.25,45.61,46.24,163327,3417.0
2008/12/5,45.88,46.08,45.18,45.65,141449,3384.0
2008/12/8,46.26,48.26,46.26,48.19,181312,4356.0
2008/12/9,48.8,50.07,48.8,49.59,265741,6833.0
2008/12/10,49.36,51.75,49.36,51.75,310419,7945.0
2008/12/11,51.79,52.69,51.23,51.92,346285,8559.0
2008/12/12,51.08,51.43,48.5,49.6,278448,6401.0
2008/12/15,50.81,51.67,50.73,51.15,213910,5574.0
2008/12/16,50.33,50.78,49.88,50.78,159245,3620.0
2008/12/17,51.79,51.89,50.28,50.39,243947,5892.0
2008/12/18,50.75,50.82,50.04,50.79,146644,3685.0
2008/12/19,50.33,50.9,49.91,50.49,163682,3995.0
2008/12/22,50.84,50.95,48.35,48.35,177313,4252.0
2008/12/23,48.16,48.21,45.92,46.55,200251,4178.0
2008/12/24,45.52,46.99,45.45,46.73,134174,2866.0
2008/12/25,46.98,46.98,46.18,46.66,102626,2244.0
2008/12/26,46.53,47.18,46.46,46.76,110353,2112.0
2008/12/29,46.84,46.84,46.3,46.46,97037,1717.0
2008/12/30,46.93,48.51,46.93,48.28,161848,3444.0
2008/12/31,48.95,48.96,47.97,48.59,170437,3610.0
2009/1/5,50.22,50.91,49.78,50.01,232749,5922.0
2009/1/6,50.04,50.46,49.55,50.21,257245,6920.0
2009/1/7,50.96,51.61,50.96,51.33,371063,9240.0
2009/1/8,49.8,49.97,48.04,48.06,242068,6093.0
2009/1/9,47.29,47.34,46.2,46.22,237857,6400.0
2009/1/10,45.12,46.24,45.06,45.81,294770,8652.0
2009/1/12,45.57,45.83,44.78,45.12,297306,8229.0
2009/1/13,45.18,45.85,45.18,45.85,201518,5404.0
2009/1/14,46.17,47.02,46.15,46.66,270821,6359.0
2009/1/15,44.93,45.23,44.62,44.86,198377,4579.0
2009/1/16,45.59,45.78,45.17,45.55,214240,4789.0
2009/1/17,45.84,45.84,45.15,45.3,147923,3246.0
2009/1/19,45.56,45.89,45.47,45.56,146290,3149.0
2009/1/20,44.87,44.87,44.46,44.52,151399,3544.0
2009/1/21,43.88,45.61,43.88,45.25,182589,4255.0
2009/2/2,45.36,45.86,44.97,45.54,173382,4376.0
2009/2/3,46.08,47.16,45.99,46.86,207153,5082.0
2009/2/4,47.61,47.61,46.91,47.21,219184,4733.0
2009/2/5,47.12,48.08,46.95,47.29,215825,4883.0
2009/2/6,48.12,49.04,47.95,48.1,287664,6712.0
2009/2/9,48.93,49.04,48.39,48.5,249428,6646.0
2009/2/10,48.63,48.97,48.16,48.95,225713,5502.0
2009/2/11,47.8,49.44,47.8,49.32,263975,5601.0
2009/2/12,49.4,50.08,48.38,48.38,339433,8577.0
2009/2/13,48.98,50.89,48.9,50.59,369177,9914.0
2009/2/16,50.85,50.94,50.19,50.49,310853,8779.0
2009/2/17,50.31,50.55,48.78,48.78,231330,6182.0
2009/2/18,48.35,49.17,48.07,49.02,222138,5665.0
2009/2/19,48.97,50.18,48.64,49.55,255188,7013.0
2009/2/20,49.06,49.51,48.62,48.62,215531,5535.0
2009/2/23,48.63,49.65,48.12,49.65,202861,4842.0
2009/2/24,48.72,49.14,48.57,48.77,191403,4679.0
2009/2/25,49.67,50.07,49.14,49.14,238105,5630.0
2009/2/26,50.02,50.05,49.61,49.87,208753,5180.0
2009/2/27,49.98,50.64,49.64,50.56,265062,5998.0
2009/3/2,50.12,50.12,48.87,48.94,281580,6174.0
2009/3/3,48.09,49.27,47.81,49.26,229350,4819.0
2009/3/4,49.17,50.76,48.98,50.72,341416,8355.0
2009/3/5,51.59,52.11,51.07,51.94,451506,11632.0
2009/3/6,51.8,52.57,51.69,52.26,456126,9771.0
2009/3/9,52.56,52.62,51.51,52.16,311726,6741.0
2009/3/10,52.06,53.85,52.06,53.68,401391,9203.0
2009/3/11,55.01,55.15,54.03,54.03,423932,10368.0
2009/3/12,54.5,54.78,53.89,54.0,349710,9013.0
2009/3/13,55.21,55.95,55.15,55.4,438272,10617.0
2009/3/16,55.91,56.07,55.47,55.78,333894,9692.0
2009/3/17,55.98,56.39,55.31,56.24,324337,8762.0
2009/3/18,56.86,57.23,56.31,56.69,448404,12113.0
2009/3/19,57.38,57.56,56.09,56.1,427330,10865.0
2009/3/20,56.28,56.48,54.82,54.82,314003,7806.0
2009/3/23,55.52,57.05,55.5,57.05,329266,8934.0
2009/3/24,58.46,58.89,58.02,58.4,456940,12626.0
2009/3/25,58.67,60.02,58.51,59.97,453215,12498.0
2009/3/26,60.37,60.89,59.97,60.0,488789,13110.0
2009/3/27,60.61,60.69,59.27,59.43,419664,10920.0
2009/3/30,59.06,59.06,57.53,57.89,330836,7718.0
2009/3/31,58.26,59.08,58.08,58.38,293882,7565.0
2009/4/1,59.32,60.36,59.32,60.0,306288,8378.0
2009/4/2,61.25,61.25,60.25,60.98,371064,11793.0
2009/4/3,61.61,61.66,60.69,61.01,335386,9089.0
2009/4/6,61.62,63.01,61.56,62.05,483207,13738.0
2009/4/7,61.66,62.16,61.32,62.16,320565,9079.0
2009/4/8,61.87,62.76,61.06,61.1,453963,11583.0
2009/4/9,62.46,63.61,62.42,63.53,460253,12806.0
2009/4/10,65.07,65.07,63.41,64.26,495056,13568.0
2009/4/13,64.49,64.61,63.77,64.61,422079,11261.0
2009/4/14,64.12,65.62,63.7,65.57,427339,13040.0
2009/4/15,65.74,66.41,65.22,66.25,417564,12998.0
2009/4/16,67.58,68.72,67.0,68.14,543770,16954.0
2009/4/17,68.92,69.09,64.2,64.89,627550,18568.0
2009/4/20,64.81,65.25,63.23,65.25,332672,9240.0
2009/4/21,63.98,66.61,63.98,66.61,315220,8608.0
2009/4/22,66.74,68.07,66.45,67.6,432371,12733.0
