Date,Open,High,Low,Close,advancing,declining,Volume,trade_value
1987/1/7,1063.13,1075.81,1063.13,1075.81,0,0,0,4231.0
1987/1/8,1075.81,1084.54,1075.81,1084.54,0,0,0,3743.0
1987/1/9,1084.54,1085.87,1084.54,1085.87,0,0,0,3958.0
1987/1/10,1085.87,1097.96,1085.87,1097.96,0,0,0,4089.0
1987/1/12,1097.96,1119.06,1097.96,1119.06,0,0,0,5578.0
1987/1/13,1119.06,1119.06,1114.02,1114.02,0,0,0,6154.0
1987/1/14,1114.02,1117.83,1114.02,1117.83,0,0,0,5007.0
1987/1/15,1117.83,1117.83,1113.51,1113.51,0,0,0,4283.0
1987/1/16,1113.51,1118.11,1113.51,1118.11,0,0,0,3999.0
1987/1/17,1118.11,1129.71,1118.11,1129.71,0,0,0,3845.0
1987/1/19,1129.71,1132.05,1129.71,1132.05,0,0,0,5659.0
1987/1/20,1132.05,1133.05,1132.05,1133.05,0,0,0,3744.0
1987/1/21,1133.05,1133.05,1122.65,1122.65,0,0,0,3517.0
1987/1/22,1122.65,1131.93,1122.65,1131.93,0,0,0,3233.0
1987/1/23,1131.93,1142.22,1131.93,1142.22,0,0,0,4422.0
1987/1/24,1142.22,1150.25,1142.22,1150.25,0,0,0,3462.0
1987/2/3,1150.25,1176.66,1150.25,1176.66,0,0,0,5069.0
1987/2/4,1176.66,1177.27,1176.66,1177.27,0,0,0,4790.0
1987/2/5,1177.27,1185.0,1177.27,1185.0,0,0,0,4260.0
1987/2/6,1185.0,1193.43,1185.0,1193.43,0,0,0,5571.0
1987/2/7,1193.43,1195.47,1193.43,1195.47,0,0,0,5773.0
1987/2/9,1195.47,1205.96,1195.47,1205.96,0,0,0,4863.0
1987/2/10,1205.96,1209.38,1205.96,1209.38,0,0,0,5777.0
1987/2/11,1209.38,1223.62,1209.38,1223.62,0,0,0,5490.0
1987/2/12,1223.62,1229.57,1223.62,1229.57,0,0,0,6165.0
1987/2/13,1229.57,1229.57,1193.16,1193.16,0,0,0,6095.0
1987/2/14,1193.16,1203.67,1193.16,1203.67,0,0,0,3685.0
1987/2/16,1203.67,1215.73,1203.67,1215.73,0,0,0,3856.0
1987/2/17,1215.73,1220.12,1215.73,1220.12,0,0,0,5068.0
1987/2/18,1220.12,1220.12,1211.42,1211.42,0,0,0,5061.0
1987/2/19,1211.42,1216.37,1211.42,1216.37,0,0,0,4447.0
1987/2/20,1216.37,1223.96,1216.37,1223.96,0,0,0,4943.0
1987/2/21,1223.96,1223.96,1221.32,1221.32,0,0,0,3596.0
1987/2/23,1221.32,1235.29,1221.32,1235.29,0,0,0,4610.0
1987/2/24,1235.29,1236.63,1235.29,1236.63,0,0,0,5300.0
1987/2/25,1236.63,1236.63,1230.75,1230.75,0,0,0,4390.0
1987/2/26,1230.75,1237.97,1230.75,1237.97,0,0,0,4742.0
1987/2/27,1237.97,1253.76,1237.97,1253.76,0,0,0,5319.0
1987/2/28,1253.76,1272.13,1253.76,1272.13,0,0,0,5780.0
1987/3/2,1272.13,1289.32,1272.13,1289.32,0,0,0,7195.0
1987/3/3,1289.32,1294.47,1289.32,1294.47,0,0,0,6514.0
1987/3/4,1294.47,1309.42,1294.47,1309.42,0,0,0,5282.0
1987/3/5,1309.42,1309.42,1306.49,1306.49,0,0,0,5581.0
1987/3/6,1306.49,1306.49,1288.1,1288.1,0,0,0,6184.0
1987/3/7,1288.1,1288.1,1282.58,1282.58,0,0,0,4012.0
1987/3/9,1282.58,1300.82,1282.58,1300.82,0,0,0,4028.0
1987/3/10,1300.82,1300.82,1276.46,1276.46,0,0,0,5124.0
1987/3/11,1276.46,1276.46,1274.04,1274.04,0,0,0,5508.0
1987/3/12,1274.04,1274.04,1264.72,1264.72,0,0,0,4119.0
1987/3/13,1264.72,1264.72,1262.62,1262.62,0,0,0,4562.0
1987/3/14,1262.62,1268.63,1262.62,1268.63,0,0,0,3396.0
1987/3/16,1268.63,1271.6,1268.63,1271.6,0,0,0,3246.0
1987/3/17,1271.6,1283.41,1271.6,1283.41,0,0,0,4048.0
1987/3/18,1283.41,1291.35,1283.41,1291.35,0,0,0,4737.0
1987/3/19,1291.35,1298.58,1291.35,1298.58,0,0,0,4910.0
1987/3/20,1298.58,1318.02,1298.58,1318.02,0,0,0,5325.0
1987/3/21,1318.02,1339.15,1318.02,1339.15,0,0,0,5042.0
1987/3/23,1339.15,1359.14,1339.15,1359.14,0,0,0,6701.0
1987/3/24,1359.14,1363.26,1359.14,1363.26,0,0,0,6735.0
1987/3/25,1363.26,1363.26,1350.73,1350.73,0,0,0,7124.0
1987/3/26,1350.73,1350.8,1350.73,1350.8,0,0,0,5605.0
1987/3/27,1350.8,1374.62,1350.8,1374.62,0,0,0,6201.0
1987/3/28,1374.62,1383.55,1374.62,1383.55,0,0,0,5484.0
1987/3/31,1383.55,1405.51,1383.55,1405.51,0,0,0,6964.0
1987/4/1,1405.51,1434.57,1405.51,1434.57,0,0,0,6912.0
1987/4/2,1434.57,1467.63,1434.57,1467.63,0,0,0,7950.0
1987/4/3,1467.63,1478.66,1467.63,1478.66,0,0,0,8224.0
1987/4/4,1478.66,1478.66,1461.79,1461.79,0,0,0,5945.0
1987/4/7,1461.79,1484.06,1461.79,1484.06,0,0,0,7932.0
1987/4/8,1484.06,1514.62,1484.06,1514.62,0,0,0,7900.0
1987/4/9,1514.62,1514.62,1504.33,1504.33,0,0,0,9650.0
1987/4/10,1504.33,1523.48,1504.33,1523.48,0,0,0,9207.0
1987/4/11,1523.48,1524.5,1523.48,1524.5,0,0,0,6706.0
1987/4/13,1524.5,1569.68,1524.5,1569.68,0,0,0,8369.0
1987/4/14,1569.68,1604.83,1569.68,1604.83,0,0,0,10019.0
1987/4/15,1604.83,1629.6,1604.83,1629.6,0,0,0,11253.0
1987/4/16,1629.6,1629.6,1604.32,1604.32,0,0,0,10561.0
1987/4/17,1604.32,1604.32,1557.04,1557.04,0,0,0,9461.0
1987/4/18,1557.04,1557.04,1535.51,1535.51,0,0,0,6914.0
1987/4/20,1535.51,1609.18,1535.51,1609.18,0,0,0,8123.0
1987/4/21,1609.18,1663.44,1609.18,1663.44,0,0,0,10466.0
1987/4/22,1663.44,1663.44,1627.21,1627.21,0,0,0,10902.0
1987/4/23,1627.21,1657.97,1627.21,1657.97,0,0,0,9176.0
1987/4/24,1657.97,1680.9,1657.97,1680.9,0,0,0,8850.0
1987/4/25,1680.9,1713.39,1680.9,1713.39,0,0,0,8281.0
1987/4/27,1713.39,1768.02,1713.39,1768.02,0,0,0,11221.0
1987/4/28,1768.02,1768.02,1756.49,1756.49,0,0,0,10939.0
1987/4/29,1756.49,1805.95,1756.49,1805.95,0,0,0,10106.0
1987/4/30,1805.95,1812.99,1805.95,1812.99,0,0,0,11114.0
1987/5/1,1812.99,1812.99,1812.99,1812.99,0,0,0,11114.0
1987/5/2,1812.99,1830.74,1812.99,1830.74,0,0,0,8267.0
1987/5/4,1830.74,1860.79,1830.74,1860.79,0,0,0,9256.0
1987/5/5,1860.79,1860.79,1807.46,1807.46,0,0,0,9675.0
1987/5/6,1807.46,1838.2,1807.46,1838.2,0,0,0,9371.0
1987/5/7,1838.2,1841.49,1838.2,1841.49,0,0,0,8969.0
1987/5/8,1841.49,1841.49,1792.1,1792.1,0,0,0,8461.0
1987/5/9,1792.1,1792.1,1725.81,1725.81,0,0,0,6034.0
1987/5/11,1725.81,1725.81,1697.35,1697.35,0,0,0,8158.0
1987/5/12,1697.35,1773.81,1697.35,1773.81,0,0,0,7534.0
1987/5/13,1773.81,1800.16,1773.81,1800.16,0,0,0,8198.0
1987/5/14,1800.16,1800.16,1754.2,1754.2,0,0,0,8375.0
1987/5/15,1754.2,1754.2,1733.75,1733.75,0,0,0,6194.0
1987/5/16,1733.75,1751.74,1733.75,1751.74,0,0,0,5783.0
1987/5/18,1751.74,1752.23,1751.74,1752.23,0,0,0,5190.0
1987/5/19,1752.23,1780.77,1752.23,1780.77,0,0,0,4979.0
1987/5/20,1780.77,1812.91,1780.77,1812.91,0,0,0,7489.0
1987/5/21,1812.91,1834.08,1812.91,1834.08,0,0,0,7586.0
1987/5/22,1834.08,1834.08,1828.57,1828.57,0,0,0,7380.0
