Date,Open,High,Low,Close,Volume,trade_value
2008/4/17,14031.33,14031.33,13820.08,13865.05,3485443,99604.0
2008/4/18,13889.3,14000.2,13838.33,13922.63,2879174,87140.0
2008/4/21,14027.22,14028.1,13716.17,13769.67,2661032,77583.0
2008/4/22,13734.98,13756.15,13621.0,13679.12,1843543,57656.0
2008/4/23,13684.24,13721.02,13573.92,13635.72,1972074,59025.0
2008/4/24,13679.08,13801.87,13642.27,13687.37,1963036,58824.0
2008/4/25,13783.51,13799.28,13538.14,13542.97,1961674,59010.0
2008/4/28,13575.24,13779.69,13562.61,13779.69,1956947,64232.0
2008/4/29,13748.71,13748.92,13434.62,13437.25,2306638,71082.0
2008/4/30,13457.16,13502.1,13366.14,13463.96,2128568,72930.0
2008/5/2,13570.21,13604.45,13524.58,13540.72,2029317,61975.0
2008/5/5,13540.47,13572.49,13281.92,13298.4,1998140,61190.0
2008/5/6,13318.22,13323.8,13099.48,13204.82,1750254,52029.0
2008/5/7,13280.85,13364.81,13244.48,13333.32,1698432,52378.0
2008/5/8,13273.25,13332.72,13225.12,13317.22,1831203,54372.0
2008/5/9,13353.43,13360.99,13227.31,13227.31,2108097,58024.0
2008/5/12,13250.94,13264.13,13153.18,13252.56,1885594,54103.0
2008/5/13,13357.6,13506.28,13311.05,13504.07,2099534,59874.0
2008/5/14,13551.06,13559.69,13456.43,13509.96,1931870,55001.0
2008/5/15,13632.12,13775.8,13617.15,13775.8,2577967,74717.0
2008/5/16,13848.97,13859.98,13746.16,13798.44,2290562,68918.0
2008/5/19,13902.07,14042.92,13866.08,14042.92,2300954,68873.0
2008/5/20,14066.58,14066.58,13613.85,13652.69,2897428,84419.0
2008/5/21,13599.11,13659.21,13481.5,13563.96,2095330,60160.0
2008/5/22,13372.66,13580.78,13334.06,13580.78,2487196,67437.0
2008/5/23,13587.05,13685.49,13408.4,13408.4,2247991,64177.0
2008/5/26,13413.05,13463.35,13251.96,13251.96,1736788,51274.0
2008/5/27,13368.7,13391.99,13292.38,13351.32,1524525,45181.0
2008/5/28,13424.41,13431.26,13145.29,13145.29,1598451,47798.0
2008/5/29,13307.83,13347.56,13145.05,13166.41,1752967,51962.0
2008/5/30,13284.97,13285.31,12924.8,13010.01,2428263,72886.0
2008/6/2,13030.16,13154.39,12991.0,13154.39,1347549,42107.0
2008/6/3,13057.21,13113.61,12915.77,12966.33,1224420,38540.0
2008/6/4,12987.84,13013.71,12906.43,12995.74,997030,32506.0
2008/6/5,13021.34,13134.18,12771.35,13121.66,1312916,40811.0
2008/6/6,13187.83,13229.85,13130.18,13132.8,1312856,41305.0
2008/6/9,12823.18,12960.16,12821.15,12951.76,1128927,33580.0
2008/6/10,12963.79,13001.78,12603.6,12603.6,1561868,47469.0
2008/6/11,12661.83,12702.81,12483.22,12534.65,1383122,40702.0
2008/6/12,12350.6,12367.81,12098.71,12111.94,1829638,50296.0
2008/6/13,12188.5,12288.94,12084.55,12212.0,1471471,42494.0
2008/6/16,12325.14,12396.2,12303.08,12367.16,1105424,33486.0
2008/6/17,12407.34,12431.88,12218.99,12424.55,1169114,33687.0
2008/6/18,12329.35,12480.08,12315.28,12436.22,1296851,37045.0
2008/6/19,12243.54,12273.71,12175.26,12175.26,1206271,35831.0
2008/6/20,12226.97,12226.97,11855.62,11861.88,1362414,40935.0
2008/6/23,11650.06,11878.79,11617.51,11823.81,1208246,34060.0
2008/6/24,11839.32,11886.14,11631.08,11631.08,1151926,33603.0
2008/6/25,11628.66,11743.23,11502.13,11742.77,1502879,43848.0
2008/6/26,11763.77,11823.82,11692.41,11711.22,1264519,37366.0
2008/6/27,11218.8,11352.05,11177.86,11309.55,1743692,47823.0
2008/6/30,11406.99,11406.99,11151.61,11220.83,1328258,36014.0
2008/7/1,11226.52,11276.46,10990.82,10992.56,1392523,35585.0
