Date,Open,High,Low,Close,advancing,declining,Volume,trade_value
1987/11/2,2392.92,2392.92,2392.92,2392.92,0,0,0,1290.0
1987/11/3,2392.92,2454.01,2392.92,2454.01,0,0,0,7260.0
1987/11/4,2454.01,2493.95,2454.01,2493.95,0,0,0,15960.0
1987/11/5,2493.95,2493.95,2439.9,2439.9,0,0,0,11170.0
1987/11/6,2439.9,2439.9,2384.92,2384.92,0,0,0,6237.0
1987/11/7,2384.92,2384.92,2324.25,2324.25,0,0,0,3079.0
1987/11/9,2324.25,2324.25,2268.02,2268.02,0,0,0,760.0
1987/11/10,2268.02,2268.02,2211.34,2211.34,0,0,0,660.0
1987/11/11,2211.34,2211.34,2153.62,2153.62,0,0,0,3847.0
1987/11/13,2153.62,2175.57,2153.62,2175.57,0,0,0,10000.0
1987/11/14,2175.57,2175.57,2173.51,2173.51,0,0,0,8240.0
1987/11/16,2173.51,2218.11,2173.51,2218.11,0,0,0,7840.0
1987/11/17,2218.11,2272.76,2218.11,2272.76,0,0,0,7190.0
1987/11/18,2272.76,2312.91,2272.76,2312.91,0,0,0,11830.0
1987/11/19,2312.91,2369.47,2312.91,2369.47,0,0,0,11470.0
1987/11/20,2369.47,2369.47,2345.26,2345.26,0,0,0,14040.0
1987/11/21,2345.26,2404.81,2345.26,2404.81,0,0,0,11500.0
1987/11/23,2404.81,2469.28,2404.81,2469.28,0,0,0,9570.0
1987/11/24,2469.28,2535.2,2469.28,2535.2,0,0,0,12440.0
1987/11/25,2535.2,2603.72,2535.2,2603.72,0,0,0,6060.0
1987/11/26,2603.72,2603.72,2552.34,2552.34,0,0,0,20820.0
1987/11/27,2552.34,2552.34,2489.17,2489.17,0,0,0,20320.0
1987/11/28,2489.17,2489.17,2458.11,2458.11,0,0,0,11620.0
1987/11/30,2458.11,2521.84,2458.11,2521.84,0,0,0,13550.0
1987/12/1,2521.84,2521.84,2496.61,2496.61,0,0,0,18650.0
1987/12/2,2496.61,2496.61,2437.9,2437.9,0,0,0,15890.0
1987/12/3,2437.9,2437.9,2373.06,2373.06,0,0,0,7510.0
1987/12/4,2373.06,2373.06,2310.89,2310.89,0,0,0,1700.0
1987/12/5,2310.89,2310.89,2259.43,2259.43,0,0,0,12600.0
1987/12/7,2259.43,2259.43,2232.61,2232.61,0,0,0,10770.0
1987/12/8,2232.61,2291.58,2232.61,2291.58,0,0,0,12530.0
1987/12/9,2291.58,2349.66,2291.58,2349.66,0,0,0,9720.0
1987/12/10,2349.66,2349.66,2290.07,2290.07,0,0,0,12330.0
1987/12/11,2290.07,2290.07,2267.6,2267.6,0,0,0,9260.0
