Date,Open,High,Low,Close,advancing,declining,Volume,trade_value
1987/1/7,104.32,104.32,104.32,104.32,0,0,0,42.0
1987/1/8,104.32,104.39,104.32,104.39,0,0,0,37.0
1987/1/9,104.39,104.54,104.39,104.54,0,0,0,40.0
1987/1/10,104.54,105.53,104.54,105.53,0,0,0,41.0
1987/1/12,105.53,107.23,105.53,107.23,0,0,0,56.0
1987/1/13,107.23,107.23,106.08,106.08,0,0,0,62.0
1987/1/14,106.08,106.51,106.08,106.51,0,0,0,50.0
1987/1/15,106.51,106.51,106.09,106.09,0,0,0,43.0
1987/1/16,106.09,106.1,106.09,106.1,0,0,0,40.0
1987/1/17,106.1,107.45,106.1,107.45,0,0,0,39.0
1987/1/19,107.45,107.45,107.45,107.45,0,0,0,57.0
1987/1/20,107.45,107.63,107.45,107.63,0,0,0,37.0
1987/1/21,107.63,107.63,106.37,106.37,0,0,0,35.0
1987/1/22,106.37,107.27,106.37,107.27,0,0,0,32.0
1987/1/23,107.27,108.12,107.27,108.12,0,0,0,44.0
1987/1/24,108.12,108.89,108.12,108.89,0,0,0,35.0
1987/2/3,108.89,109.93,108.89,109.93,0,0,0,51.0
1987/2/4,109.93,109.93,108.63,108.63,0,0,0,48.0
1987/2/5,108.63,109.35,108.63,109.35,0,0,0,43.0
1987/2/6,109.35,109.94,109.35,109.94,0,0,0,56.0
1987/2/7,109.94,109.95,109.94,109.95,0,0,0,58.0
1987/2/9,109.95,110.96,109.95,110.96,0,0,0,49.0
1987/2/10,110.96,110.96,110.76,110.76,0,0,0,58.0
1987/2/11,110.76,111.87,110.76,111.87,0,0,0,55.0
1987/2/12,111.87,111.87,111.42,111.42,0,0,0,62.0
1987/2/13,111.42,111.42,108.42,108.42,0,0,0,61.0
1987/2/14,108.42,108.81,108.42,108.81,0,0,0,37.0
1987/2/16,108.81,110.14,108.81,110.14,0,0,0,3856.0
1987/2/17,110.14,110.37,110.14,110.37,0,0,0,5068.0
1987/2/18,110.37,110.64,110.37,110.64,0,0,0,5061.0
1987/2/19,110.64,111.62,110.64,111.62,0,0,0,4447.0
1987/2/20,111.62,112.42,111.62,112.42,0,0,0,4943.0
1987/2/21,112.42,112.42,112.05,112.05,0,0,0,3596.0
1987/2/23,112.05,113.75,112.05,113.75,0,0,0,4610.0
1987/2/24,113.75,114.08,113.75,114.08,0,0,0,5300.0
1987/2/25,114.08,114.13,114.08,114.13,0,0,0,4390.0
1987/2/26,114.13,114.79,114.13,114.79,0,0,0,4742.0
1987/2/27,114.79,116.54,114.79,116.54,0,0,0,5319.0
1987/2/28,116.54,118.87,116.54,118.87,0,0,0,5780.0
1987/3/2,118.87,119.32,118.87,119.32,0,0,0,7195.0
1987/3/3,119.32,119.32,118.97,118.97,0,0,0,6514.0
1987/3/4,118.97,120.51,118.97,120.51,0,0,0,5282.0
1987/3/5,120.51,121.2,120.51,121.2,0,0,0,5581.0
1987/3/6,121.2,121.2,120.37,120.37,0,0,0,6184.0
1987/3/7,120.37,120.37,119.74,119.74,0,0,0,4012.0
1987/3/9,119.74,121.01,119.74,121.01,0,0,0,4028.0
1987/3/10,121.01,121.01,119.08,119.08,0,0,0,5124.0
1987/3/11,119.08,119.08,118.69,118.69,0,0,0,5508.0
