date,action,price,contracts,profit,drawdown
2000-01-06,buy,8840.0,1,,
2000-01-07,sell,8781.0,1,-13000.0,44200.0
2000-01-10,buy,8949.0,1,,
2000-01-13,sell,9190.0,1,47000.0,29400.0
2000-01-14,buy,9161.0,1,,
2000-01-17,sell,9230.0,1,12600.0,16800.0
2000-01-18,buy,9290.0,1,,
2000-01-19,sell,9240.0,1,-11200.0,28000.0
2000-01-20,buy,9217.0,1,,
2000-01-20,settlement,9269.0,1,9200.0,18800.0
2000-01-24,buy,9409.0,1,,
2000-01-25,sell,9431.0,1,3200.0,15600.0
2000-01-26,buy,9520.0,1,,
2000-01-27,sell,9750.0,1,44800.0,1400.0
2000-01-28,buy,9660.0,1,,
2000-01-29,sell,9700.0,1,6800.0,19400.0
2000-01-31,buy,9736.0,1,,
2000-02-01,sell,9949.0,1,41400.0,-16400.0
2000-02-09,buy,10173.0,1,,
2000-02-10,sell,10140.0,1,-7800.0,11200.0
2000-02-11,buy,10185.0,1,,
2000-02-14,sell,10100.0,1,-18200.0,36800.0
2000-02-15,buy,9901.0,1,,
2000-02-16,sell,9999.0,1,18400.0,18400.0
2000-02-17,buy,10140.0,1,,
2000-02-17,settlement,10293.0,1,29400.0,6400.0
2000-02-19,buy,10103.0,1,,
2000-02-21,sell,10219.0,1,22000.0,17400.0
2000-02-22,buy,9961.0,1,,
2000-02-24,sell,9780.0,1,-37400.0,54800.0
2000-02-25,buy,9750.0,1,,
2000-02-29,sell,9652.0,1,-20800.0,75600.0
2000-03-01,buy,9701.0,1,,
2000-03-02,sell,9839.0,1,26400.0,49200.0
2000-03-03,buy,9700.0,1,,
2000-03-04,sell,9840.0,1,26800.0,22400.0
2000-03-06,buy,9630.0,1,,
2000-03-07,sell,9480.0,1,-31200.0,53600.0
2000-03-08,buy,9530.0,1,,
2000-03-09,sell,9575.0,1,7800.0,45800.0
2000-03-10,buy,9710.0,1,,
2000-03-13,sell,9430.0,1,-57200.0,103000.0
2000-03-14,buy,8550.0,1,,
2000-03-15,sell,8735.0,1,35800.0,67200.0
2000-03-16,buy,8650.0,1,,
2000-03-16,settlement,8664.0,1,1600.0,65600.0
2000-03-17,buy,8701.0,1,,
2000-03-21,sell,8259.0,1,-89600.0,155200.0
2000-03-22,buy,8999.0,1,,
2000-03-24,sell,9610.0,1,121000.0,34200.0
2000-03-27,buy,9520.0,1,,
2000-03-28,sell,9801.0,1,55000.0,18600.0
2000-03-29,buy,9780.0,1,,
2000-03-30,sell,9830.0,1,8800.0,15400.0
