Date,Open,High,Low,Close,Volume,vol_deg_change,vol_percentile,body,upper_shadow,lower_shadow,norm_o,norm_h,norm_l,norm_c,log_rtn,kalman_log_rtn1
2017-10-20,311.52,315.0,300.0,308.66,867874739,0.0,0.875,0.19,0.23,0.58,0.0059,0.0111,-0.0377,-0.0092,-0.00336,-0.00095
2017-10-21,308.66,311.18,302.0,304.51,873931764,1.0,0.877,0.45,0.27,0.27,0.0,0.0081,-0.0218,-0.0135,-0.01354,-0.00213
2017-10-22,304.51,305.34,290.0,298.94,859163121,0.0,0.818,0.36,0.05,0.58,0.0,0.0027,-0.0488,-0.0185,-0.01846,-0.00364
2017-10-23,298.99,306.99,290.0,293.79,717306893,0.0,0.716,0.31,0.47,0.22,0.0002,0.0264,-0.0305,-0.0175,-0.01738,-0.00489
2017-10-24,293.78,294.6,272.2,281.09,965878404,1.0,0.897,0.57,0.04,0.4,-0.0,0.0028,-0.0763,-0.0442,-0.04419,-0.00839
2017-10-25,282.27,310.0,275.5,297.38,1406667924,1.0,0.971,0.44,0.37,0.2,0.0042,0.0937,-0.0243,0.0521,0.05634,-0.00256
2017-10-26,295.43,300.0,281.0,294.49,970309261,0.0,0.886,0.05,0.24,0.71,-0.0066,0.0154,-0.0501,-0.0032,-0.00977,-0.00323
2017-10-27,294.1,299.76,291.03,294.71,781302717,0.0,0.704,0.07,0.58,0.35,-0.0013,0.0191,-0.0105,0.0021,0.00075,-0.00286
2017-10-28,294.72,298.1,292.03,296.33,627214802,0.0,0.569,0.27,0.29,0.44,0.0,0.0114,-0.0092,0.0054,0.00548,-0.00209
2017-10-29,296.14,297.0,290.1,291.87,584886589,0.0,0.548,0.62,0.12,0.26,-0.0006,0.0029,-0.0206,-0.0145,-0.01517,-0.0033
2017-10-30,291.86,309.4,291.86,305.0,901913315,1.0,0.851,0.75,0.25,0.0,-0.0,0.0584,0.0,0.044,0.044,0.00116
2017-10-31,305.0,316.0,302.1,307.25,894612026,0.0,0.84,0.16,0.63,0.21,0.0,0.0354,-0.0096,0.0073,0.00735,0.00175
2017-11-01,305.95,309.99,304.01,304.9,764041182,0.0,0.671,0.18,0.68,0.15,-0.0042,0.0131,-0.0064,-0.0034,-0.00768,0.00084
2017-11-02,304.89,305.9,286.34,287.01,984316660,1.0,0.896,0.91,0.05,0.03,-0.0,0.0033,-0.0628,-0.0604,-0.06047,-0.00487
2017-11-03,287.3,293.0,274.73,283.12,1342385720,1.0,0.962,0.23,0.31,0.46,0.001,0.0196,-0.0447,-0.0147,-0.01365,-0.00567
2017-11-04,283.12,307.0,282.0,304.08,819403465,0.0,0.722,0.84,0.12,0.04,0.0,0.081,-0.004,0.0714,0.07142,0.00152
2017-11-05,304.09,304.99,292.11,298.04,782841744,0.0,0.688,0.47,0.07,0.46,0.0,0.003,-0.0402,-0.0201,-0.02006,-0.00054
2017-11-06,298.1,302.14,293.13,295.53,663842119,0.0,0.556,0.29,0.45,0.27,0.0002,0.0135,-0.0168,-0.0087,-0.00846,-0.00129
2017-11-07,295.19,305.58,290.11,297.97,751550103,1.0,0.634,0.18,0.49,0.33,-0.0012,0.0346,-0.0174,0.0094,0.00822,-0.00039
2017-11-08,297.25,303.52,287.0,291.78,941857881,1.0,0.843,0.33,0.38,0.29,-0.0024,0.0209,-0.0351,-0.0186,-0.02099,-0.00233
2017-11-09,291.31,320.0,290.02,303.02,1596185772,1.0,0.988,0.39,0.57,0.04,-0.0016,0.0939,-0.0044,0.0394,0.0378,0.00147
2017-11-10,303.6,329.0,299.5,317.87,1115129946,0.0,0.918,0.48,0.38,0.14,0.0019,0.0803,-0.0136,0.0459,0.04784,0.00604
2017-11-11,318.5,322.65,285.82,293.5,1559716557,1.0,0.977,0.68,0.11,0.21,0.002,0.0129,-0.1083,-0.0817,-0.07976,-0.00226
2017-11-12,293.52,318.0,291.91,310.02,1085016279,0.0,0.885,0.63,0.31,0.06,0.0001,0.0801,-0.0055,0.0547,0.05476,0.00318
2017-11-13,310.87,316.99,281.01,305.24,2112315319,1.0,1.0,0.16,0.17,0.67,0.0027,0.0195,-0.101,-0.0183,-0.01554,0.00136
2017-11-14,304.0,318.88,303.7,312.99,1555167434,0.0,0.955,0.59,0.39,0.02,-0.0041,0.0478,-0.001,0.0291,0.02507,0.00367
2017-11-15,313.0,337.54,312.94,335.61,1770922270,1.0,0.978,0.92,0.08,0.0,0.0,0.0755,-0.0002,0.0697,0.06978,0.01038
2017-11-16,335.6,339.0,324.0,331.33,1559716131,0.0,0.945,0.28,0.23,0.49,-0.0,0.0101,-0.0352,-0.0128,-0.01283,0.00798
2017-11-17,330.98,334.75,321.41,331.49,1414571696,0.0,0.913,0.04,0.24,0.72,-0.0011,0.0113,-0.0293,0.0015,0.00048,0.00721
2017-11-18,331.49,334.6,323.84,331.23,1804202544,1.0,0.989,0.02,0.29,0.69,0.0,0.0093,-0.0233,-0.0008,-0.00078,0.0064
2017-11-19,331.2,349.9,326.01,346.66,1436149730,0.0,0.915,0.65,0.14,0.22,-0.0001,0.0549,-0.0158,0.0456,0.04553,0.01042
2017-11-20,346.66,373.56,343.07,354.15,1939774898,1.0,0.989,0.25,0.64,0.12,0.0,0.0747,-0.0104,0.0214,0.02138,0.01157
2017-11-21,355.15,372.5,353.9,367.42,1827701940,0.0,0.979,0.66,0.27,0.07,0.0028,0.0477,-0.0035,0.034,0.03679,0.01426
2017-11-22,367.42,375.5,350.02,362.12,2623764398,1.0,1.0,0.21,0.32,0.47,0.0,0.0218,-0.0485,-0.0145,-0.01453,0.0112
2017-11-23,362.12,384.84,359.0,380.65,1812158484,0.0,0.959,0.72,0.16,0.12,0.0,0.0609,-0.0087,0.0499,0.0499,0.01534
2017-11-24,380.63,425.0,370.02,405.0,2540900111,1.0,0.99,0.44,0.36,0.19,-0.0001,0.1103,-0.0283,0.0621,0.06201,0.02053
2017-11-25,405.03,475.0,392.8,469.0,3039835831,1.0,1.0,0.78,0.07,0.15,0.0001,0.1594,-0.0307,0.1466,0.14672,0.03568
2017-11-26,467.57,484.47,450.0,461.82,2142863117,0.0,0.97,0.17,0.49,0.34,-0.0031,0.0355,-0.0383,-0.0124,-0.01543,0.02934
2017-11-27,461.0,465.0,436.14,462.84,2169111759,1.0,0.971,0.06,0.07,0.86,-0.0018,0.0086,-0.0554,0.004,0.00221,0.02609
2017-11-28,462.84,486.94,453.0,472.31,2376111416,1.0,0.971,0.28,0.43,0.29,0.0,0.0508,-0.0215,0.0203,0.02025,0.0254
2017-11-29,472.32,477.5,453.5,466.17,2396724816,1.0,0.971,0.26,0.22,0.53,0.0,0.0109,-0.0407,-0.0131,-0.01309,0.02094
2017-11-30,466.17,515.0,385.0,421.7,5131349571,1.0,1.0,0.34,0.38,0.28,0.0,0.0996,-0.1913,-0.1003,-0.10026,0.00786
2017-12-01,421.92,460.0,387.01,427.43,4518422265,0.0,0.991,0.08,0.45,0.48,0.0005,0.0864,-0.0864,0.013,0.0135,0.00844
2017-12-02,428.05,465.97,413.74,457.51,3307221995,0.0,0.981,0.56,0.16,0.27,0.0014,0.0849,-0.034,0.0666,0.06801,0.01472
2017-12-03,457.53,471.91,445.0,457.63,2579614000,0.0,0.954,0.0,0.53,0.47,0.0,0.0309,-0.0278,0.0002,0.00026,0.01316
2017-12-04,457.31,485.9,440.11,460.3,2449005997,0.0,0.936,0.07,0.56,0.38,-0.0007,0.0606,-0.0383,0.0065,0.00582,0.01238
2017-12-05,460.3,470.98,445.0,466.67,2318265949,0.0,0.909,0.25,0.17,0.59,0.0,0.0229,-0.0338,0.0137,0.01374,0.01253
2017-12-06,466.66,468.67,445.21,452.26,2538711695,1.0,0.937,0.61,0.09,0.3,-0.0,0.0043,-0.0471,-0.0313,-0.03137,0.00795
2017-12-07,452.26,455.1,400.0,411.01,3863876036,1.0,0.982,0.75,0.05,0.2,0.0,0.0063,-0.1228,-0.0956,-0.09564,-0.00217
2017-12-08,413.5,427.61,375.01,406.33,4134373269,1.0,0.982,0.14,0.27,0.6,0.006,0.0336,-0.0977,-0.0175,-0.01145,-0.00303
2017-12-09,406.52,456.78,390.0,442.56,4106460305,0.0,0.974,0.54,0.21,0.25,0.0005,0.1166,-0.0415,0.0849,0.08541,0.00548
2017-12-10,442.56,488.0,426.4,460.0,4191834044,1.0,0.983,0.28,0.45,0.26,0.0,0.0977,-0.0372,0.0387,0.03865,0.00885
2017-12-11,460.0,460.05,403.2,427.35,3491925938,0.0,0.948,0.57,0.0,0.42,0.0,0.0001,-0.1318,-0.0736,-0.07362,0.00065
2017-12-12,427.35,512.0,427.35,508.7,2976316644,0.0,0.923,0.96,0.04,0.0,0.0,0.1807,0.0,0.1743,0.17426,0.01863
2017-12-13,508.44,639.27,494.89,620.0,5938702259,1.0,1.0,0.77,0.13,0.09,-0.0005,0.229,-0.027,0.1984,0.19786,0.04035
2017-12-14,622.0,705.69,539.93,683.99,5769418773,0.0,0.992,0.37,0.13,0.5,0.0032,0.1262,-0.1415,0.095,0.09822,0.04812
2017-12-15,683.98,747.6,630.5,679.76,6091926902,1.0,1.0,0.04,0.54,0.42,-0.0,0.0889,-0.0814,-0.0062,-0.0062,0.04081
2017-12-16,679.76,689.0,594.6,674.95,3977816165,0.0,0.934,0.05,0.1,0.85,0.0,0.0135,-0.1339,-0.0071,-0.0071,0.03465
2017-12-17,673.75,712.0,669.22,682.81,2686605330,0.0,0.885,0.21,0.68,0.11,-0.0018,0.0552,-0.0067,0.0134,0.01158,0.03177
2017-12-18,681.8,728.0,680.33,707.64,3139844760,1.0,0.902,0.54,0.43,0.03,-0.0015,0.0656,-0.0022,0.0372,0.03572,0.03226
2017-12-19,707.62,798.88,638.0,784.0,4567370777,1.0,0.968,0.47,0.09,0.43,-0.0,0.1213,-0.1036,0.1025,0.10247,0.04123
2017-12-20,784.0,864.9,729.01,798.0,6942362125,1.0,1.0,0.1,0.49,0.4,0.0,0.0982,-0.0727,0.0177,0.0177,0.03816
2017-12-21,798.0,828.0,661.0,790.21,7252628416,1.0,1.0,0.05,0.18,0.77,0.0,0.0369,-0.1884,-0.0098,-0.00981,0.0321
2017-12-22,794.62,845.99,705.98,782.41,7822253998,1.0,1.0,0.09,0.37,0.55,0.0056,0.0626,-0.1183,-0.0155,-0.00992,0.027
2017-12-23,784.0,796.0,504.99,635.97,15463049482,1.0,1.0,0.51,0.04,0.45,0.002,0.0152,-0.4399,-0.2093,-0.20723,0.00179
2017-12-24,635.15,714.99,627.97,640.34,7900105634,0.0,0.992,0.06,0.86,0.08,-0.0013,0.1184,-0.0114,0.0081,0.00685,0.00228
2017-12-25,640.33,667.64,563.49,658.0,9543194156,1.0,0.992,0.17,0.09,0.74,-0.0,0.0418,-0.1278,0.0272,0.02721,0.00473
2017-12-26,659.4,744.0,599.99,714.95,7854484102,0.0,0.977,0.39,0.2,0.41,0.0021,0.1207,-0.0944,0.0809,0.08301,0.01279
2017-12-27,713.12,750.0,712.56,750.0,6005247905,0.0,0.939,0.99,0.0,0.01,-0.0026,0.0504,-0.0008,0.0504,0.04786,0.01659
2017-12-28,750.0,766.05,693.18,739.89,5133927820,0.0,0.917,0.14,0.22,0.64,0.0,0.0212,-0.0788,-0.0136,-0.01357,0.01331
2017-12-29,739.89,744.93,645.88,707.89,7267961288,1.0,0.963,0.32,0.05,0.63,0.0,0.0068,-0.1359,-0.0442,-0.04421,0.00731
2017-12-30,709.5,757.87,703.0,733.99,6402812647,0.0,0.941,0.45,0.44,0.12,0.0023,0.066,-0.0092,0.0339,0.03621,0.01029
2017-12-31,732.9,735.0,635.82,681.06,8987999994,1.0,0.985,0.52,0.02,0.46,-0.0015,0.0029,-0.1421,-0.0734,-0.07484,0.00173
2018-01-01,680.01,740.0,672.86,733.98,6262824458,0.0,0.927,0.8,0.09,0.11,-0.0015,0.0845,-0.0106,0.0764,0.07483,0.00904
2018-01-02,733.01,763.55,716.8,754.99,5390925885,0.0,0.891,0.47,0.18,0.35,-0.0013,0.0408,-0.0224,0.0295,0.02822,0.01104
2018-01-03,754.99,899.5,749.06,855.28,11325778355,1.0,0.993,0.67,0.29,0.04,0.0,0.1751,-0.0079,0.1247,0.12472,0.02361
2018-01-04,855.13,950.01,810.0,934.03,8904145688,0.0,0.971,0.56,0.11,0.32,-0.0002,0.1052,-0.0542,0.0883,0.08808,0.03132
2018-01-05,934.03,1009.72,890.01,940.0,10289447384,1.0,0.986,0.05,0.58,0.37,0.0,0.0779,-0.0483,0.0064,0.00637,0.02828
2018-01-06,940.0,1045.0,930.0,959.3,9737401630,0.0,0.979,0.17,0.75,0.09,0.0,0.1059,-0.0107,0.0203,0.02032,0.02733
2018-01-07,958.0,1017.56,950.0,1004.11,7195427895,0.0,0.916,0.68,0.2,0.12,-0.0014,0.0603,-0.0084,0.047,0.04565,0.02953
2018-01-08,1003.71,1125.0,999.9,1123.09,6527881957,0.0,0.903,0.95,0.02,0.03,-0.0004,0.1141,-0.0038,0.1124,0.11198,0.03992
2018-01-09,1123.09,1239.18,910.0,1133.18,15883154798,1.0,1.0,0.03,0.32,0.65,0.0,0.0984,-0.2104,0.0089,0.00894,0.03593
2018-01-10,1133.18,1326.5,1104.85,1291.0,11870288684,0.0,0.986,0.71,0.16,0.13,0.0,0.1575,-0.0253,0.1304,0.13039,0.04844
2018-01-11,1291.0,1440.0,1201.1,1247.0,16018501290,1.0,1.0,0.18,0.62,0.19,0.0,0.1092,-0.0722,-0.0347,-0.03468,0.03738
2018-01-12,1249.03,1332.49,1021.0,1138.93,19454629387,1.0,1.0,0.35,0.27,0.38,0.0016,0.0647,-0.2016,-0.0923,-0.09065,0.02184
2018-01-13,1136.45,1288.5,1069.01,1253.87,9376347261,0.0,0.94,0.53,0.16,0.31,-0.0022,0.1256,-0.0612,0.0983,0.09615,0.03064
2018-01-14,1253.87,1427.01,1252.0,1388.02,7589343201,0.0,0.9,0.77,0.22,0.01,0.0,0.1293,-0.0015,0.1016,0.10164,0.03961
2018-01-15,1388.1,1391.89,1220.89,1347.0,9839119585,1.0,0.954,0.24,0.02,0.74,0.0001,0.0027,-0.1284,-0.0301,-0.03,0.03081
2018-01-16,1347.99,1383.13,1258.12,1271.0,6923670476,0.0,0.862,0.62,0.28,0.1,0.0007,0.0257,-0.069,-0.0588,-0.05808,0.02033
2018-01-17,1268.67,1275.01,780.0,1000.0,34388936509,1.0,1.0,0.54,0.01,0.44,-0.0018,0.005,-0.4864,-0.238,-0.2398,-0.00597
2018-01-18,999.99,1075.51,755.0,1000.0,43633367326,1.0,1.0,0.0,0.24,0.76,-0.0,0.0728,-0.281,0.0,0.0,-0.00543
2018-01-19,1000.0,1075.2,924.21,994.0,29454571207,0.0,0.987,0.04,0.5,0.46,0.0,0.0725,-0.0788,-0.006,-0.00602,-0.00549
2018-01-20,993.3,1079.0,941.0,1032.5,16795411253,0.0,0.974,0.28,0.34,0.38,-0.0007,0.0828,-0.0541,0.0387,0.038,-0.00149
2018-01-21,1032.5,1165.4,1031.0,1152.75,12335258362,0.0,0.949,0.89,0.09,0.01,0.0,0.1211,-0.0015,0.1102,0.11017,0.00953
2018-01-22,1150.37,1152.69,998.0,1049.0,17503100789,1.0,0.975,0.66,0.01,0.33,-0.0021,0.002,-0.1421,-0.0922,-0.09431,-0.00075
2018-01-23,1049.0,1090.15,908.0,993.0,18521252002,1.0,0.975,0.31,0.23,0.47,0.0,0.0385,-0.1443,-0.0549,-0.05486,-0.00574
2018-01-24,993.0,1030.0,909.0,980.0,16015963958,0.0,0.95,0.11,0.31,0.59,0.0,0.0366,-0.0884,-0.0132,-0.01318,-0.00641
2018-01-25,981.2,1074.0,953.09,1061.0,13425779470,0.0,0.932,0.66,0.11,0.23,0.0012,0.0904,-0.0291,0.0782,0.07941,0.00157
2018-01-26,1060.34,1115.0,1030.26,1056.52,11941593495,0.0,0.92,0.05,0.65,0.31,-0.0006,0.0503,-0.0288,-0.0036,-0.00423,0.00101
2018-01-27,1055.29,1082.0,986.0,1051.03,14511363800,1.0,0.933,0.04,0.28,0.68,-0.0012,0.025,-0.0679,-0.004,-0.00521,0.00041
2018-01-28,1051.03,1127.99,1032.2,1118.99,9689433839,0.0,0.878,0.71,0.09,0.2,0.0,0.0707,-0.0181,0.0627,0.06266,0.00653
2018-01-29,1118.99,1277.0,1112.0,1251.96,14351073586,1.0,0.927,0.81,0.15,0.04,0.0,0.1321,-0.0063,0.1123,0.11228,0.01773
2018-01-30,1251.96,1258.89,1161.65,1177.01,10529276808,0.0,0.892,0.77,0.07,0.16,0.0,0.0055,-0.0749,-0.0617,-0.06173,0.00921
2018-01-31,1177.01,1186.85,1051.0,1085.5,15527855404,1.0,0.94,0.67,0.07,0.25,0.0,0.0083,-0.1132,-0.0809,-0.08094,0.00026
2018-02-01,1084.63,1135.0,1029.0,1124.81,10037203783,0.0,0.875,0.38,0.1,0.52,-0.0008,0.0454,-0.0527,0.0364,0.03557,0.00368
2018-02-02,1125.96,1164.99,981.0,1041.94,20335529052,1.0,0.982,0.46,0.21,0.33,0.001,0.0341,-0.1378,-0.0776,-0.07653,-0.00394
2018-02-03,1041.89,1047.2,783.67,922.3,37737522874,1.0,0.994,0.45,0.02,0.53,-0.0,0.0051,-0.2848,-0.1219,-0.12197,-0.01418
2018-02-04,923.67,998.0,851.0,971.0,16003788129,0.0,0.936,0.32,0.18,0.49,0.0015,0.0774,-0.0819,0.05,0.05146,-0.00862
2018-02-05,971.0,975.0,789.0,823.56,18644603160,1.0,0.965,0.79,0.02,0.19,0.0,0.0041,-0.2076,-0.1647,-0.16469,-0.02132
2018-02-06,821.6,862.47,634.94,697.92,36551652899,1.0,0.988,0.54,0.18,0.28,-0.0024,0.0485,-0.2577,-0.1631,-0.16553,-0.03152
