date,action,price,contracts,profit,drawdown
2000-01-21,buy,9250.0,1,,
2000-01-25,sell,9431.0,1,35000.0,12800.0
2000-01-29,buy,9700.0,1,,
2000-01-31,sell,9736.0,1,6000.0,6800.0
2000-02-01,buy,9949.0,1,,
2000-02-10,sell,10140.0,1,37000.0,11200.0
2000-02-21,buy,10219.0,1,,
2000-02-23,sell,9820.0,1,-81000.0,92200.0
2000-03-16,buy,8650.0,1,,
2000-03-16,settlement,8664.0,1,1600.0,90600.0
2000-03-17,buy,8701.0,1,,
2000-03-27,sell,9520.0,1,162600.0,34200.0
2000-04-01,buy,9900.0,1,,
2000-04-05,sell,10209.0,1,60600.0,-12600.0
2000-04-06,buy,10380.0,1,,
2000-04-08,sell,10079.0,1,-61400.0,61000.0
2000-04-10,buy,10030.0,1,,
2000-04-11,sell,10201.0,1,33000.0,28000.0
2000-04-14,buy,9535.0,1,,
2000-04-20,settlement,9209.0,1,-66400.0,95600.0
2000-04-21,buy,9175.0,1,,
2000-04-26,sell,9050.0,1,-26200.0,121800.0
2000-04-27,buy,8578.0,1,,
2000-04-28,sell,8650.0,1,13200.0,108600.0
2000-05-22,buy,8890.0,1,,
2000-05-24,sell,8550.0,1,-69200.0,177800.0
2000-05-30,buy,8690.0,1,,
2000-05-31,sell,8970.0,1,54800.0,123000.0
2000-06-01,buy,8941.0,1,,
2000-06-02,sell,9000.0,1,10600.0,112400.0
2000-06-07,buy,9001.0,1,,
2000-06-17,sell,8868.0,1,-27800.0,140200.0
2000-06-20,buy,8870.0,1,,
2000-06-22,settlement,8920.0,1,8800.0,131400.0
2000-06-29,buy,8529.0,1,,
2000-06-30,sell,8101.0,1,-86800.0,218200.0
2000-07-04,buy,8300.0,1,,
2000-07-11,sell,8150.0,1,-31200.0,249400.0
2000-07-12,buy,8199.0,1,,
2000-07-20,settlement,8255.0,1,10000.0,239400.0
2000-07-25,buy,8102.0,1,,
2000-07-28,sell,7920.0,1,-37600.0,277000.0
2000-07-31,buy,8119.0,1,,
2000-08-04,sell,7978.0,1,-29400.0,306400.0
2000-08-09,buy,7890.0,1,,
2000-08-17,settlement,8215.0,1,63800.0,242600.0
2000-08-24,buy,8219.0,1,,
2000-08-28,sell,8051.0,1,-34800.0,277400.0
2000-09-05,buy,7775.0,1,,
